flow_TankA_tlag_2,flow_TankA_tdiff_6,flow_TankA_tpct_6,flow_TankB_tlag_2,flow_TankB_tdiff_2,flow_TankB_tpct_6,hour_sin,hour_cos,weekday,hour_x_weekday
220.04874999999998,0.04625000000001478,0.00021027625753733403,219.63375,130.35000000000005,0.5903743801512065,-0.4999999999999997,-0.8660254037844388,6,84
220.04625,0.12250000000000227,0.000557055563450426,350.7525,-0.7387499999999818,0.5909987102052876,-0.7071067811865471,-0.7071067811865479,6,90
219.995,-0.2548275862069147,-0.0011578739147380945,349.98375000000004,-0.2125000000000341,0.5891065221435634,-0.7071067811865471,-0.7071067811865479,6,90
220.02875,-0.014655172413824857,-6.658037328099997e-05,350.01375,-0.06245689655173692,0.5904346722269107,-0.8660254037844385,-0.5000000000000004,6,96
219.8275,-0.12159482758619333,-0.0005525813147595482,349.77125,0.2718534482758628,0.5937582609606942,-0.8660254037844385,-0.5000000000000004,6,96
220.0978448275862,-0.11133620689653867,-0.0005059672995860742,349.9512931034483,0.2844827586206975,-0.0014731873270497076,-0.9659258262890683,-0.25881904510252063,6,102
219.9271551724138,0.0024999999999977263,1.1363894633964478e-05,350.0431034482759,-0.3681034482758605,-0.0008821838156772843,-0.9659258262890683,-0.25881904510252063,6,102
219.93491379310345,0.010000000000019327,4.544860614807966e-05,350.235775862069,-0.2970258620689492,-0.00021427729624901026,-1.0,-1.8369701987210297e-16,6,108
219.9975,0.17500000000001137,0.0007960787435603578,349.675,0.19499999999999318,0.0002823273782508462,-1.0,-1.8369701987210297e-16,6,108
220.03875000000002,-0.12801724137929682,-0.0005816378687377721,349.93875,0.11728448275857772,0.00029930273547917885,-0.9659258262890684,0.2588190451025203,6,114
220.0025,0.15284482758619333,0.0006949793328903109,349.87,0.2587499999999636,0.0002446743011943475,-0.9659258262890684,0.2588190451025203,6,114
219.9698275862069,0.14633620689656368,0.0006653614215805792,350.0560344827586,-0.3147844827586255,-0.001411979860857393,-0.8660254037844386,0.5000000000000001,6,120
220.07999999999998,0.08500000000000796,0.00038636802690938943,350.12874999999997,-0.29249999999996135,0.0004611424894545024,-0.8660254037844386,0.5000000000000001,6,120
220.08125,-0.04375000000001705,-0.00019882861541442587,349.74125,0.4200000000000159,0.0006358255551863756,-0.7071067811865477,0.7071067811865474,6,126
220.0825,0.09250000000000114,0.0004204497676163488,349.83625,0.2887499999999932,0.0007288421413667034,-0.7071067811865477,0.7071067811865474,6,126
219.995,0.17456896551723844,0.0007936041384986048,350.16125,-108.36383620689654,-0.30926083262531856,-0.5000000000000004,0.8660254037844384,6,132
220.095,-15.039999999999992,-0.06833878589603781,350.125,-145.01749999999998,-0.414194064326337,-0.5000000000000004,0.8660254037844384,6,132
220.14439655172413,-20.037500000000023,-0.09104592054070948,241.79741379310346,-41.78366379310344,-0.4281093522711432,-0.25881904510252157,0.9659258262890681,6,138
205.04,-20.047155172413824,-0.09108927412408452,205.10750000000002,-5.131637931034504,-0.4283729542922853,-0.25881904510252157,0.9659258262890681,6,138
