SS_VU_tlag_2,SS_VU_troll_mean_12,SS_VU_tdiff_2,SS_VU_tewma_6,SS_VU_tewma_12,SS_VU_tewma_24,doy_sin,doy_cos
0.6,0.6,0.0,0.600000000000083,0.6000001113130718,0.6001334316390359,-0.9987235240803972,-0.050510617185222886
0.6,0.6,0.0,0.6000000000000593,0.6000000941879838,0.6001227571079131,-0.9987235240803972,-0.050510617185222886
0.6,0.6,0.0,0.6000000000000423,0.6000000796975248,0.6001129365392801,-0.9987235240803972,-0.050510617185222886
0.6,0.6,0.0,0.6000000000000302,0.6000000674363671,0.6001039016161378,-0.9987235240803972,-0.050510617185222886
0.6,0.6,0.0,0.6000000000000215,0.6000000570615415,0.6000955894868468,-0.9987235240803972,-0.050510617185222886
0.6,0.6,-0.0033333333333334103,0.6000000000000153,0.6000000482828428,0.6000879423278992,-0.9987235240803972,-0.050510617185222886
0.6,0.6,0.0,0.6000000000000109,0.6000000408547131,0.6000809069416673,-0.9987235240803972,-0.050510617185222886
0.5966666666666666,0.5997222222222222,0.0033333333333334103,0.5990476190476268,0.5994872140565521,0.5998077677196672,-0.9987235240803972,-0.050510617185222886
0.6,0.5997222222222222,0.0,0.599319727891162,0.599566104201698,0.5998231463020939,-0.9987235240803972,-0.050510617185222886
0.6,0.5997222222222222,0.0,0.5995140913508299,0.5996328574014368,0.5998372945979265,-0.9987235240803972,-0.050510617185222886
0.6,0.5997222222222222,0.0,0.5996529223934499,0.5996893408781389,0.5998503110300925,-0.9987235240803972,-0.050510617185222886
0.6,0.5997222222222222,0.0,0.5997520874238927,0.5997371345891944,0.5998622861476851,-0.9987235240803972,-0.050510617185222886
