SS_VU_tlag_2,SS_VU_troll_mean_12,SS_VU_tdiff_2,SS_VU_tewma_6,SS_VU_tewma_12,SS_VU_tewma_24,doy_sin,doy_cos
1.4704101464287502,1.6971408415020006,0.08124437360547461,1.565884934776051,1.5544702793175094,1.5831871020002686,0.07724349025841795,0.10982454553517726
1.489007118820151,1.6909959393867977,-0.06322655240391305,1.5644005606285445,1.5812438482945155,1.5768910789539445,0.07715647950991736,0.10824271704849155
1.486462313777241,1.7098504906772491,0.01902971394564067,1.5317515504361847,1.6067958327094045,1.554932067095275,0.07347334243397005,0.10256789534741427
1.474715998230232,1.6994003728250784,0.05662742585258902,1.519323289992946,1.5970476937999802,1.5494843304674117,0.07447866530304029,0.10178964902072037
1.414282789253853,1.675729068941922,0.04735828565990263,1.4904720761216466,1.589121756457236,1.5861255109287538,0.07254482071658794,0.09927146110063242
1.4187426721585548,1.672753786634686,0.0198082073025894,1.4785269657901852,1.572627397766423,1.6015623489311523,0.07209096316869057,0.10149670079146988
1.44989096551131,1.6852376197684342,-0.032665426278409126,1.4909323274844106,1.5476838773912598,1.5853148323303328,0.07122210947656808,0.10078461791488702
1.477398844750697,1.6932811981745477,0.07400449552382343,1.5087474083518044,1.5267174963354473,1.5652243123214504,0.06978358124758557,0.09924907991800219
1.4884082859643533,1.684755192442573,0.08833324835172185,1.5168969213994623,1.550639965614828,1.56091558497865,0.07087039979372783,0.09857961367460832
1.5195155666936437,1.6921921106305988,0.1266645687006955,1.4858478174965168,1.53954292003333,1.5662501169003094,0.0728037375063376,0.09869480259294411
1.5129873875355822,1.697596726332763,0.13033527518186697,1.498096362465353,1.5280491735170618,1.5737235914706555,0.0730057469526603,0.10242589329375014
1.5171222007762553,1.6723105292378615,0.01092337635211401,1.4847875391158085,1.509809343322901,1.5744556003939045,0.07507430012752694,0.10715366885229692
1.5068490001768458,1.7044578696570993,-0.05750206549094894,1.4601338675281055,1.5121233739582745,1.5819188312535803,0.0769477696926561,0.10861475253867431
1.48842364699506,1.718065006179108,0.03101382245548911,1.4490106658234998,1.507604075047719,1.590826256814106,0.07945624684033198,0.10808110384148949
1.5188629291792548,1.7305701959280364,-0.10427818083281486,1.4516904085741689,1.5072667352880578,1.5989869398601102,0.08191066050847222,0.10502258722414355
1.4830181924696537,1.7438580643839705,0.04733201812035433,1.4770415654339228,1.4787323867208289,1.6250217746080917,0.08517841864978568,0.10656061573079392
1.5215881715795407,1.7856222434977795,-0.11685904553518005,1.514462725595322,1.4872574654848254,1.6629988381917105,0.08806356296187733,0.10837166083210104
1.5207548172242822,1.7970850508421108,-0.0093447959602756,1.5274322662444173,1.5453211554639046,1.6700938296073602,0.09016379784818582,0.1121516845681613
1.5250772078762982,1.7661028354348474,-0.04462981730461419,1.578451045357501,1.5651115622093212,1.6834808568951791,0.0944061180407336,0.11322976653899666
1.5547413122591534,1.7939755583226626,-0.01922492574713917,1.6151617958012006,1.5868489060353772,1.702617077136419,0.09560909038117844,0.11625138556888741
1.5743400692479825,1.815455013915663,0.09904711888030607,1.6628502686087705,1.6311223276687008,1.7383302413545827,0.09930941642088063,0.11685248431665775
1.629007047002023,1.8683862004973704,-0.11407601483015993,1.6830128605070032,1.6097536915688102,1.7567614464988364,0.10055478313821892,0.11834251559301814
